index,CL,DC,DX,GY,GYSY,JR,KX,NY,RC,XX,YL
2016/1/22,1.51E-09,3.60E-10,1.11E-10,3.71E-10,4.49E-10,5.46E-11,6.52E-10,1.81E-10,4.14E-10,3.25E-10,3.86E-10
2016/1/25,8.19E-10,2.63E-10,9.39E-11,0,3.41E-10,4.93E-11,3.41E-10,1.43E-10,2.77E-10,3.78E-10,2.80E-10
2016/1/26,7.91E-10,5.38E-10,1.99E-10,5.60E-10,7.58E-10,1.09E-10,6.13E-10,2.62E-10,5.49E-10,4.42E-10,5.39E-10
2016/1/27,2.15E-09,4.84E-10,2.23E-10,6.40E-10,6.74E-10,7.14E-11,6.56E-10,2.13E-10,5.16E-10,8.42E-10,5.15E-10
2016/1/28,7.71E-10,4.84E-10,2.05E-10,5.82E-10,6.54E-10,8.11E-11,6.33E-10,2.06E-10,5.01E-10,6.12E-10,4.86E-10
2016/1/29,7.99E-10,4.19E-10,1.54E-10,4.80E-10,5.53E-10,7.18E-11,5.27E-10,1.67E-10,4.87E-10,4.19E-10,4.72E-10
2016/2/1,8.37E-10,3.90E-10,1.49E-10,0,5.40E-10,8.48E-11,4.99E-10,2.34E-10,4.30E-10,3.23E-10,4.16E-10
2016/2/2,6.51E-10,3.80E-10,1.65E-10,3.84E-10,4.74E-10,6.72E-11,4.20E-10,1.66E-10,3.66E-10,2.90E-10,3.99E-10
2016/2/3,5.81E-10,2.71E-10,1.74E-10,3.67E-10,4.62E-10,7.50E-11,4.24E-10,2.01E-10,3.85E-10,2.50E-10,3.83E-10
2016/2/4,3.50E-10,2.22E-10,9.74E-11,2.62E-10,3.17E-10,5.10E-11,3.07E-10,1.26E-10,2.70E-10,1.96E-10,2.79E-10
2016/2/5,3.70E-10,3.17E-10,1.21E-10,3.08E-10,3.74E-10,5.29E-11,3.60E-10,1.40E-10,3.09E-10,2.34E-10,3.19E-10
2016/2/15,8.07E-10,6.38E-10,2.40E-10,6.18E-10,7.63E-10,1.13E-10,6.61E-10,2.77E-10,5.80E-10,4.35E-10,5.63E-10
2016/2/16,0,3.04E-10,1.33E-10,0,4.13E-10,7.69E-11,3.48E-10,1.57E-10,3.33E-10,3.81E-10,2.91E-10
2016/2/17,2.66E-10,2.13E-10,8.06E-11,0,2.57E-10,3.94E-11,2.48E-10,1.10E-10,2.24E-10,2.97E-10,2.29E-10
2016/2/18,2.78E-10,1.79E-10,6.96E-11,1.98E-10,2.23E-10,3.98E-11,2.82E-10,1.03E-10,2.05E-10,0,2.10E-10
2016/2/19,2.62E-10,1.89E-10,9.13E-11,2.05E-10,2.62E-10,4.74E-11,3.76E-10,1.13E-10,2.24E-10,2.35E-10,2.13E-10
2016/2/22,2.53E-10,1.77E-10,7.05E-11,0,2.41E-10,5.17E-11,2.37E-10,1.11E-10,1.89E-10,1.57E-10,1.79E-10
2016/2/23,2.53E-10,2.16E-10,9.85E-11,2.67E-10,2.76E-10,5.38E-11,2.87E-10,9.52E-11,2.31E-10,1.74E-10,2.40E-10
2016/2/24,3.07E-10,2.22E-10,1.07E-10,2.45E-10,2.83E-10,4.93E-11,2.90E-10,1.23E-10,2.98E-10,1.81E-10,2.83E-10
2016/2/25,5.22E-10,4.23E-10,2.00E-10,4.64E-10,5.25E-10,7.70E-11,5.14E-10,2.14E-10,4.87E-10,3.23E-10,4.76E-10
2016/2/26,4.04E-10,3.27E-10,1.14E-10,3.63E-10,4.15E-10,5.47E-11,4.83E-10,1.52E-10,3.49E-10,2.59E-10,3.59E-10
2016/2/29,6.58E-10,4.53E-10,1.69E-10,5.78E-10,6.59E-10,7.54E-11,7.50E-10,1.82E-10,5.29E-10,5.35E-10,5.56E-10
2016/3/1,4.56E-10,2.94E-10,1.84E-10,3.99E-10,4.38E-10,7.29E-11,6.59E-10,1.50E-10,3.79E-10,3.67E-10,3.99E-10
2016/3/2,4.34E-10,2.42E-10,1.41E-10,0,3.96E-10,4.94E-11,4.33E-10,1.17E-10,3.51E-10,2.67E-10,3.58E-10
2016/3/3,3.07E-10,1.54E-10,6.86E-11,1.97E-10,1.99E-10,3.28E-11,2.27E-10,7.75E-11,2.15E-10,1.64E-10,2.10E-10
2016/3/4,3.69E-10,2.25E-10,1.11E-10,3.41E-10,3.41E-10,3.70E-11,3.83E-10,9.04E-11,3.07E-10,2.92E-10,3.89E-10
2016/3/7,3.08E-10,2.05E-10,1.02E-10,2.87E-10,2.67E-10,3.89E-11,3.33E-10,8.45E-11,2.51E-10,2.42E-10,3.14E-10
2016/3/8,0,3.03E-10,1.41E-10,3.99E-10,4.26E-10,6.57E-11,4.84E-10,1.06E-10,3.77E-10,3.23E-10,4.37E-10
2016/3/9,4.14E-10,2.96E-10,1.36E-10,3.67E-10,4.31E-10,5.67E-11,4.53E-10,1.49E-10,3.80E-10,2.70E-10,4.40E-10
2016/3/10,4.15E-10,2.93E-10,1.50E-10,3.73E-10,5.40E-10,7.81E-11,4.08E-10,1.64E-10,3.30E-10,4.53E-10,3.71E-10
2016/3/11,4.27E-10,3.01E-10,1.47E-10,4.01E-10,5.55E-10,7.04E-11,4.14E-10,1.53E-10,3.83E-10,9.27E-10,3.96E-10
2016/3/14,3.92E-10,2.64E-10,1.05E-10,0,3.84E-10,4.83E-11,3.52E-10,1.23E-10,2.89E-10,2.75E-10,3.33E-10
2016/3/15,3.16E-10,0,1.06E-10,2.53E-10,3.09E-10,4.98E-11,2.88E-10,1.12E-10,2.49E-10,1.67E-10,2.71E-10
2016/3/16,3.85E-10,2.82E-10,6.30E-11,3.31E-10,3.37E-10,3.30E-11,3.75E-10,1.10E-10,3.12E-10,2.96E-10,3.66E-10
2016/3/17,2.66E-10,2.15E-10,7.34E-11,2.37E-10,2.42E-10,3.80E-11,2.57E-10,9.48E-11,2.29E-10,1.88E-10,2.52E-10
2016/3/18,0,1.70E-10,4.81E-11,1.86E-10,1.87E-10,2.60E-11,2.12E-10,6.22E-11,1.71E-10,1.56E-10,1.90E-10
2016/3/21,1.52E-10,1.27E-10,5.09E-11,1.34E-10,1.57E-10,3.03E-11,1.80E-10,4.68E-11,1.37E-10,1.36E-10,1.43E-10
2016/3/22,1.81E-10,1.36E-10,5.29E-11,1.53E-10,1.74E-10,3.30E-11,1.77E-10,6.36E-11,1.57E-10,1.18E-10,1.69E-10
2016/3/23,2.60E-10,8.10E-10,5.45E-11,1.52E-10,1.99E-10,3.46E-11,1.86E-10,7.43E-11,1.57E-10,1.19E-10,1.71E-10
2016/3/24,2.66E-10,3.50E-10,7.53E-11,1.80E-10,2.33E-10,4.55E-11,2.09E-10,1.06E-10,2.02E-10,1.34E-10,1.91E-10
2016/3/25,2.52E-10,1.80E-10,5.99E-11,2.15E-10,2.52E-10,4.90E-11,2.30E-10,9.01E-11,0,1.42E-10,2.07E-10
2016/3/28,2.54E-10,1.75E-10,9.03E-11,2.33E-10,2.57E-10,5.59E-11,2.21E-10,1.13E-10,1.73E-10,1.56E-10,2.05E-10
2016/3/29,3.02E-10,2.29E-10,1.05E-10,2.65E-10,3.15E-10,4.47E-11,2.88E-10,1.14E-10,2.50E-10,1.86E-10,3.38E-10
2016/3/30,2.39E-10,1.83E-10,9.90E-11,2.16E-10,2.63E-10,4.69E-11,2.43E-10,1.09E-10,2.00E-10,1.53E-10,2.54E-10
2016/3/31,1.63E-10,1.29E-10,6.20E-11,1.39E-10,1.71E-10,3.89E-11,2.05E-10,6.81E-11,1.49E-10,1.00E-10,1.61E-10
2016/4/1,2.21E-10,1.93E-10,6.48E-11,2.02E-10,2.57E-10,4.44E-11,2.79E-10,8.17E-11,2.16E-10,1.52E-10,2.38E-10
2016/4/5,1.93E-10,1.59E-10,5.83E-11,1.67E-10,2.09E-10,3.73E-11,2.01E-10,7.93E-11,1.73E-10,1.40E-10,1.99E-10
2016/4/6,2.02E-10,1.40E-10,4.83E-11,1.32E-10,1.63E-10,3.65E-11,1.63E-10,7.03E-11,1.48E-10,1.05E-10,1.56E-10
2016/4/7,2.46E-10,1.16E-09,7.15E-11,1.68E-10,2.53E-10,5.03E-11,1.93E-10,8.57E-11,1.83E-10,1.32E-10,1.88E-10
2016/4/8,2.82E-10,7.33E-10,8.40E-11,1.96E-10,2.60E-10,4.89E-11,2.21E-10,9.43E-11,2.11E-10,1.42E-10,2.12E-10
2016/4/11,2.02E-10,3.55E-10,6.82E-11,1.90E-10,2.10E-10,4.52E-11,1.88E-10,8.16E-11,1.65E-10,1.25E-10,1.85E-10
2016/4/12,2.05E-10,2.95E-10,7.31E-11,1.92E-10,2.39E-10,4.22E-11,3.05E-10,6.97E-11,1.96E-10,1.42E-10,1.90E-10
2016/4/13,1.45E-10,1.45E-10,4.98E-11,1.23E-10,1.52E-10,3.28E-11,1.75E-10,5.99E-11,1.34E-10,9.84E-11,1.38E-10
2016/4/14,1.54E-10,1.76E-10,5.06E-11,1.73E-10,1.66E-10,3.71E-11,1.77E-10,6.52E-11,1.51E-10,1.19E-10,1.52E-10
2016/4/15,0,1.29E-10,6.19E-11,1.42E-10,1.76E-10,3.60E-11,1.54E-10,1.01E-10,1.55E-10,1.26E-10,1.55E-10
2016/4/18,2.45E-10,1.86E-10,7.97E-11,1.97E-10,2.60E-10,4.51E-11,2.27E-10,1.39E-10,2.10E-10,1.67E-10,2.20E-10
2016/4/19,2.00E-10,1.85E-10,7.06E-11,1.71E-10,2.31E-10,4.23E-11,1.87E-10,1.13E-10,1.82E-10,1.39E-10,1.85E-10
2016/4/20,3.55E-10,3.29E-10,1.46E-10,3.37E-10,4.38E-10,5.04E-11,3.64E-10,1.54E-10,3.21E-10,2.31E-10,3.54E-10
2016/4/21,2.41E-10,2.28E-10,8.57E-11,2.35E-10,3.10E-10,4.99E-11,2.54E-10,9.70E-11,2.50E-10,1.72E-10,2.66E-10
2016/4/22,2.94E-10,2.66E-10,9.62E-11,3.70E-10,3.51E-10,4.95E-11,2.97E-10,1.22E-10,2.87E-10,1.95E-10,2.89E-10
2016/4/25,3.13E-10,2.89E-10,1.08E-10,3.02E-10,4.06E-10,5.91E-11,3.14E-10,1.32E-10,2.81E-10,2.21E-10,3.11E-10
2016/4/26,2.52E-10,2.30E-10,8.02E-11,2.42E-10,3.29E-10,5.02E-11,2.44E-10,1.24E-10,2.38E-10,1.74E-10,2.56E-10
2016/4/27,2.30E-10,2.06E-10,9.36E-11,2.18E-10,2.75E-10,4.55E-11,2.17E-10,9.75E-11,1.94E-10,1.69E-10,2.17E-10
2016/4/28,3.15E-10,2.77E-10,1.13E-10,3.03E-10,4.05E-10,4.95E-11,2.90E-10,1.23E-10,2.68E-10,2.11E-10,3.05E-10
2016/4/29,2.72E-10,2.57E-10,8.06E-11,2.45E-10,3.24E-10,4.17E-11,2.41E-10,1.04E-10,2.10E-10,1.69E-10,2.54E-10
2016/5/3,2.57E-10,2.21E-10,9.77E-11,2.51E-10,3.04E-10,4.91E-11,2.29E-10,1.21E-10,2.07E-10,1.89E-10,2.65E-10
2016/5/4,1.73E-10,1.58E-10,6.02E-11,1.76E-10,1.92E-10,3.31E-11,1.57E-10,9.46E-11,1.39E-10,1.18E-10,1.62E-10
2016/5/5,1.87E-10,1.61E-10,6.67E-11,2.49E-10,2.38E-10,3.89E-11,1.81E-10,0,1.53E-10,1.16E-10,1.85E-10
2016/5/6,3.20E-10,2.57E-10,1.15E-10,0,3.84E-10,6.20E-11,2.68E-10,1.28E-10,2.49E-10,2.04E-10,3.12E-10
2016/5/9,4.26E-10,3.43E-10,1.25E-10,3.72E-10,4.68E-10,7.17E-11,3.89E-10,1.72E-10,3.94E-10,2.59E-10,3.55E-10
2016/5/10,3.29E-10,3.96E-10,1.04E-10,3.10E-10,3.57E-10,5.10E-11,3.05E-10,1.30E-10,3.42E-10,2.58E-10,2.89E-10
2016/5/11,3.46E-10,3.97E-10,1.38E-10,3.37E-10,3.77E-10,5.86E-11,3.01E-10,1.51E-10,2.01E-10,2.44E-10,3.06E-10
2016/5/12,4.83E-10,4.21E-10,1.57E-10,4.16E-10,5.03E-10,7.41E-11,6.22E-10,1.79E-10,3.07E-10,3.21E-10,4.00E-10
2016/5/13,3.84E-10,3.34E-10,1.44E-10,3.43E-10,4.07E-10,6.17E-11,4.49E-10,1.50E-10,2.54E-10,2.47E-10,3.34E-10
2016/5/16,3.74E-10,3.09E-10,1.41E-10,3.30E-10,4.21E-10,6.07E-11,3.40E-10,1.89E-10,2.37E-10,2.47E-10,3.37E-10
2016/5/17,2.75E-10,2.61E-10,1.06E-10,2.54E-10,3.55E-10,5.35E-11,2.64E-10,1.12E-10,1.99E-10,1.92E-10,2.68E-10
2016/5/18,4.83E-10,3.93E-10,1.20E-10,4.03E-10,5.00E-10,5.65E-11,4.13E-10,1.77E-10,3.14E-10,3.06E-10,3.85E-10
2016/5/19,3.52E-10,2.98E-10,1.19E-10,3.15E-10,4.05E-10,5.62E-11,3.21E-10,1.56E-10,2.37E-10,2.22E-10,3.04E-10
2016/5/20,4.36E-10,3.65E-10,1.30E-10,3.80E-10,4.74E-10,6.36E-11,3.73E-10,2.24E-10,2.91E-10,2.82E-10,3.61E-10
2016/5/23,2.73E-10,2.74E-10,7.93E-11,2.34E-10,3.09E-10,5.39E-11,2.59E-10,1.29E-10,1.99E-10,1.73E-10,2.28E-10
2016/5/24,3.29E-10,3.19E-10,1.16E-10,3.14E-10,4.21E-10,6.85E-11,3.12E-10,1.75E-10,2.73E-10,2.01E-10,3.01E-10
2016/5/25,3.47E-10,3.13E-10,1.40E-10,3.14E-10,4.05E-10,6.75E-11,3.06E-10,1.37E-10,2.50E-10,2.03E-10,3.10E-10
2016/5/26,4.31E-10,3.70E-10,1.49E-10,3.79E-10,5.02E-10,5.93E-11,3.74E-10,1.81E-10,4.11E-10,2.54E-10,3.71E-10
2016/5/27,2.96E-10,2.75E-10,1.27E-10,2.65E-10,3.70E-10,5.73E-11,2.66E-10,1.45E-10,2.87E-10,1.78E-10,2.76E-10
2016/5/30,3.80E-10,3.41E-10,1.27E-10,3.98E-10,4.49E-10,6.32E-11,0,1.73E-10,2.96E-10,2.38E-10,3.76E-10
2016/5/31,3.10E-10,2.43E-10,1.16E-10,0,3.38E-10,5.95E-11,2.48E-10,1.32E-10,2.09E-10,1.67E-10,2.61E-10
2016/6/1,2.18E-10,1.49E-10,5.86E-11,1.71E-10,1.93E-10,3.61E-11,1.57E-10,7.78E-11,1.32E-10,9.69E-11,1.59E-10
2016/6/2,1.89E-10,1.78E-10,8.61E-11,1.83E-10,2.02E-10,4.81E-11,1.80E-10,1.02E-10,1.48E-10,1.10E-10,1.70E-10
2016/6/3,1.76E-10,1.67E-10,7.15E-11,1.76E-10,2.10E-10,4.97E-11,1.71E-10,9.27E-11,1.47E-10,1.24E-10,1.68E-10
2016/6/6,2.68E-10,0,1.11E-10,2.10E-10,2.33E-10,5.32E-11,2.04E-10,1.11E-10,1.58E-10,1.35E-10,1.93E-10
2016/6/7,0,2.23E-10,7.67E-11,2.00E-10,2.58E-10,4.96E-11,1.99E-10,1.09E-10,1.63E-10,1.18E-10,2.05E-10
2016/6/8,2.66E-10,2.36E-10,1.04E-10,2.04E-10,2.67E-10,5.07E-11,2.09E-10,1.04E-10,1.87E-10,1.24E-10,2.04E-10
2016/6/13,4.26E-10,3.90E-10,1.32E-10,3.82E-10,5.06E-10,8.56E-11,3.85E-10,2.49E-10,3.40E-10,2.57E-10,3.77E-10
2016/6/14,3.32E-10,2.94E-10,9.67E-11,3.38E-10,3.12E-10,6.22E-11,3.30E-10,1.42E-10,2.51E-10,1.75E-10,2.74E-10
2016/6/15,4.18E-10,3.86E-10,1.74E-10,3.94E-10,5.08E-10,7.20E-11,3.74E-10,2.13E-10,2.92E-10,2.51E-10,3.73E-10
2016/6/16,2.39E-10,2.51E-10,9.78E-11,2.48E-10,3.10E-10,5.12E-11,2.28E-10,1.33E-10,1.89E-10,1.37E-10,2.45E-10
2016/6/17,0,2.26E-10,6.06E-11,2.29E-10,2.85E-10,5.57E-11,2.32E-10,1.44E-10,1.96E-10,1.45E-10,2.45E-10
2016/6/20,2.98E-10,3.04E-10,6.91E-11,0,3.48E-10,6.19E-11,3.07E-10,1.48E-10,2.27E-10,1.67E-10,2.63E-10
2016/6/21,2.62E-10,2.75E-10,9.77E-11,2.48E-10,2.98E-10,5.70E-11,2.87E-10,1.49E-10,2.33E-10,0,0
2016/6/22,2.58E-10,2.55E-10,9.10E-11,2.38E-10,3.04E-10,5.83E-11,2.71E-10,1.36E-10,2.26E-10,1.63E-10,3.45E-10
2016/6/23,2.48E-10,2.51E-10,6.65E-11,2.19E-10,3.15E-10,5.40E-11,2.47E-10,1.39E-10,2.23E-10,1.76E-10,2.61E-10
2016/6/24,3.76E-10,3.83E-10,1.04E-10,3.65E-10,0,8.50E-11,3.62E-10,2.00E-10,3.18E-10,2.06E-10,3.57E-10
2016/6/27,2.84E-10,2.73E-10,1.02E-10,2.74E-10,3.86E-10,5.44E-11,2.72E-10,1.71E-10,2.49E-10,1.51E-10,2.74E-10
2016/6/28,2.12E-10,2.08E-10,4.95E-11,1.82E-10,2.48E-10,5.00E-11,1.90E-10,1.46E-10,1.65E-10,1.03E-10,1.93E-10
2016/6/29,2.09E-10,1.58E-10,5.72E-11,1.61E-10,1.92E-10,4.05E-11,1.63E-10,1.24E-10,1.73E-10,1.27E-10,1.65E-10
2016/6/30,2.08E-10,1.82E-10,4.23E-11,1.92E-10,2.24E-10,4.33E-11,1.81E-10,9.58E-11,2.39E-10,1.23E-10,1.84E-10
2016/7/1,2.03E-10,1.93E-10,5.40E-11,2.10E-10,2.27E-10,4.64E-11,1.98E-10,1.13E-10,1.86E-10,1.16E-10,2.04E-10
2016/7/4,2.35E-10,3.40E-10,6.20E-11,1.90E-10,2.62E-10,5.78E-11,1.96E-10,1.20E-10,1.85E-10,1.41E-10,2.07E-10
2016/7/5,1.69E-10,1.52E-10,5.90E-11,1.39E-10,1.72E-10,4.06E-11,1.53E-10,7.96E-11,1.30E-10,1.00E-10,1.52E-10
2016/7/6,2.00E-10,2.97E-10,5.04E-11,1.42E-10,1.96E-10,4.08E-11,1.53E-10,1.13E-10,1.47E-10,1.02E-10,1.71E-10
2016/7/7,1.97E-10,1.83E-10,7.10E-11,1.60E-10,1.92E-10,4.41E-11,1.62E-10,9.22E-11,1.32E-10,1.15E-10,1.49E-10
2016/7/8,1.65E-10,1.80E-10,7.22E-11,1.64E-10,2.10E-10,4.61E-11,1.67E-10,1.18E-10,1.50E-10,1.07E-10,1.61E-10
2016/7/11,1.84E-10,1.97E-10,6.78E-11,1.48E-10,1.93E-10,4.07E-11,1.64E-10,9.96E-11,1.41E-10,1.14E-10,1.65E-10
2016/7/12,1.91E-10,2.14E-10,6.69E-11,1.80E-10,2.06E-10,4.35E-11,1.84E-10,9.17E-11,1.44E-10,1.26E-10,1.94E-10
2016/7/13,1.74E-10,1.51E-10,6.41E-11,1.31E-10,1.64E-10,3.81E-11,0,6.99E-11,1.18E-10,9.10E-11,1.64E-10
2016/7/14,1.67E-10,1.73E-10,5.38E-11,1.51E-10,1.95E-10,4.36E-11,1.47E-10,9.33E-11,1.35E-10,9.70E-11,1.66E-10
2016/7/15,1.79E-10,1.94E-10,6.06E-11,2.31E-10,2.40E-10,3.72E-11,1.61E-10,8.90E-11,1.37E-10,1.09E-10,1.66E-10
2016/7/18,1.96E-10,2.62E-10,7.53E-11,1.87E-10,2.30E-10,4.43E-11,1.80E-10,9.88E-11,1.65E-10,1.22E-10,1.88E-10
2016/7/19,2.43E-10,2.50E-10,7.33E-11,1.92E-10,2.43E-10,5.40E-11,2.89E-10,1.31E-10,1.64E-10,1.15E-10,1.81E-10
2016/7/20,2.08E-10,3.53E-10,6.97E-11,1.83E-10,2.06E-10,5.06E-11,2.22E-10,1.89E-10,1.45E-10,1.02E-10,1.68E-10
2016/7/21,1.61E-10,1.73E-10,6.28E-11,1.61E-10,1.90E-10,4.63E-11,1.72E-10,1.07E-10,1.34E-10,9.86E-11,1.53E-10
2016/7/22,0,1.98E-10,6.75E-11,1.82E-10,2.52E-10,4.95E-11,1.94E-10,1.14E-10,1.68E-10,1.33E-10,1.86E-10
2016/7/25,2.91E-10,2.18E-10,8.79E-11,2.09E-10,2.77E-10,4.88E-11,2.00E-10,1.23E-10,1.76E-10,1.37E-10,1.99E-10
2016/7/26,1.87E-10,1.91E-10,8.52E-11,2.71E-10,2.40E-10,4.45E-11,1.74E-10,1.13E-10,1.55E-10,1.00E-10,1.77E-10
2016/7/27,3.30E-10,3.50E-10,8.85E-11,3.61E-10,3.45E-10,5.35E-11,3.07E-10,1.70E-10,2.76E-10,1.95E-10,2.64E-10
2016/7/28,2.54E-10,2.49E-10,9.26E-11,2.66E-10,2.69E-10,5.17E-11,2.38E-10,1.10E-10,2.32E-10,1.70E-10,2.11E-10
2016/7/29,2.79E-10,2.61E-10,1.19E-10,2.51E-10,2.50E-10,4.67E-11,2.34E-10,1.25E-10,1.98E-10,1.75E-10,2.04E-10
2016/8/1,3.74E-10,3.54E-10,1.27E-10,3.37E-10,3.71E-10,4.84E-11,3.15E-10,1.55E-10,3.08E-10,2.43E-10,2.84E-10
2016/8/2,2.99E-10,2.86E-10,1.35E-10,2.62E-10,3.03E-10,4.73E-11,2.71E-10,1.36E-10,2.30E-10,1.71E-10,2.34E-10
2016/8/3,2.45E-10,2.59E-10,9.61E-11,2.22E-10,2.50E-10,4.22E-11,2.30E-10,1.34E-10,2.08E-10,0,2.11E-10
2016/8/4,2.51E-10,2.38E-10,1.15E-10,2.25E-10,2.52E-10,4.30E-11,2.31E-10,1.36E-10,2.65E-10,1.60E-10,2.13E-10
2016/8/5,2.24E-10,1.99E-10,1.42E-10,2.22E-10,2.45E-10,4.46E-11,2.16E-10,1.18E-10,1.90E-10,1.62E-10,2.02E-10
2016/8/8,2.96E-10,2.28E-10,1.14E-10,2.69E-10,2.85E-10,4.95E-11,2.73E-10,1.24E-10,2.34E-10,2.17E-10,2.64E-10
2016/8/9,1.94E-10,1.69E-10,8.78E-11,1.71E-10,1.88E-10,3.50E-11,1.76E-10,1.00E-10,1.66E-10,1.36E-10,1.75E-10
2016/8/10,2.01E-10,1.90E-10,1.02E-10,1.91E-10,0,3.29E-11,1.96E-10,9.05E-11,1.70E-10,1.36E-10,1.87E-10
2016/8/11,2.62E-10,0,1.65E-10,2.43E-10,2.63E-10,4.62E-11,2.41E-10,9.71E-11,2.18E-10,2.02E-10,2.33E-10
2016/8/12,2.52E-10,2.23E-10,1.14E-10,2.30E-10,2.74E-10,4.59E-11,2.27E-10,1.19E-10,2.15E-10,0,2.21E-10
2016/8/15,2.08E-10,1.32E-10,7.18E-11,1.82E-10,1.81E-10,3.95E-11,1.86E-10,8.70E-11,1.65E-10,1.60E-10,0
2016/8/16,1.73E-10,1.09E-10,5.43E-11,1.33E-10,1.52E-10,2.90E-11,1.43E-10,6.43E-11,0,1.23E-10,1.39E-10
2016/8/17,1.91E-10,0,8.96E-11,1.60E-10,1.80E-10,3.35E-11,1.58E-10,7.58E-11,1.40E-10,1.15E-10,1.51E-10
2016/8/18,1.75E-10,0,6.16E-11,1.77E-10,1.75E-10,3.23E-11,1.66E-10,8.59E-11,1.25E-10,1.13E-10,1.52E-10
2016/8/19,1.87E-10,1.35E-10,5.92E-11,1.82E-10,2.17E-10,3.54E-11,1.81E-10,8.27E-11,1.43E-10,1.19E-10,1.68E-10
2016/8/22,2.50E-10,1.64E-10,1.06E-10,2.32E-10,2.29E-10,4.19E-11,2.17E-10,9.51E-11,1.71E-10,2.03E-10,1.84E-10
2016/8/23,3.81E-10,1.69E-10,8.73E-11,2.05E-10,2.07E-10,4.42E-11,2.00E-10,8.28E-11,1.65E-10,1.55E-10,1.90E-10
2016/8/24,2.83E-10,0,7.78E-11,1.89E-10,2.19E-10,3.80E-11,1.79E-10,9.48E-11,1.71E-10,1.39E-10,0
2016/8/25,2.79E-10,1.96E-10,9.11E-11,2.44E-10,2.65E-10,4.15E-11,2.29E-10,1.05E-10,2.00E-10,1.71E-10,2.17E-10
2016/8/26,2.19E-10,1.64E-10,8.07E-11,1.90E-10,2.03E-10,3.70E-11,1.90E-10,8.43E-11,1.79E-10,1.32E-10,1.74E-10
2016/8/29,2.43E-10,1.88E-10,9.59E-11,2.03E-10,2.34E-10,4.60E-11,2.06E-10,1.04E-10,2.03E-10,1.44E-10,1.75E-10
2016/8/30,2.03E-10,1.79E-10,5.71E-11,2.15E-10,2.11E-10,3.51E-11,1.83E-10,9.11E-11,1.61E-10,1.30E-10,1.65E-10
2016/8/31,2.06E-10,1.66E-10,7.49E-11,2.26E-10,2.10E-10,4.57E-11,1.88E-10,7.77E-11,1.67E-10,1.43E-10,1.81E-10
2016/9/1,2.05E-10,1.74E-10,7.54E-11,0,2.09E-10,3.78E-11,1.91E-10,9.42E-11,1.69E-10,1.38E-10,1.85E-10
2016/9/2,2.21E-10,1.83E-10,7.32E-11,1.97E-10,2.09E-10,3.43E-11,2.39E-10,1.01E-10,1.80E-10,1.53E-10,1.89E-10
2016/9/5,2.18E-10,1.87E-10,8.48E-11,2.11E-10,2.25E-10,3.74E-11,2.63E-10,1.03E-10,1.71E-10,1.48E-10,1.91E-10
2016/9/6,2.19E-10,1.99E-10,9.24E-11,2.10E-10,2.53E-10,4.10E-11,2.06E-10,9.24E-11,1.79E-10,1.60E-10,2.79E-10
2016/9/7,1.57E-10,1.42E-10,6.68E-11,0,1.58E-10,2.81E-11,1.70E-10,7.24E-11,1.29E-10,1.05E-10,1.49E-10
2016/9/8,1.79E-10,1.68E-10,8.61E-11,1.72E-10,1.81E-10,3.30E-11,1.65E-10,1.05E-10,1.51E-10,1.21E-10,1.73E-10
2016/9/9,1.94E-10,1.77E-10,8.36E-11,1.65E-10,2.01E-10,3.85E-11,1.82E-10,1.09E-10,1.59E-10,1.28E-10,1.85E-10
2016/9/12,2.92E-10,2.58E-10,1.29E-10,2.46E-10,2.68E-10,4.75E-11,2.89E-10,1.40E-10,2.46E-10,2.44E-10,2.46E-10
2016/9/13,2.44E-10,2.10E-10,1.11E-10,0,0,4.45E-11,2.32E-10,1.18E-10,2.06E-10,1.89E-10,2.21E-10
2016/9/14,2.66E-10,2.42E-10,1.08E-10,2.50E-10,2.57E-10,8.53E-11,2.76E-10,1.31E-10,2.38E-10,1.95E-10,2.46E-10
2016/9/19,2.39E-10,2.15E-10,1.14E-10,2.16E-10,2.20E-10,1.41E-10,2.35E-10,1.01E-10,2.08E-10,1.74E-10,2.21E-10
2016/9/20,2.16E-10,2.05E-10,1.18E-10,2.05E-10,2.70E-10,1.24E-10,2.48E-10,1.00E-10,1.93E-10,1.88E-10,2.23E-10
2016/9/21,2.10E-10,0,8.90E-11,1.86E-10,2.08E-10,8.11E-11,2.14E-10,1.15E-10,1.83E-10,1.82E-10,0
2016/9/22,1.80E-10,1.48E-10,7.93E-11,0,1.89E-10,8.78E-11,1.76E-10,8.76E-11,1.73E-10,1.63E-10,3.64E-10
2016/9/23,2.15E-10,1.93E-10,7.77E-11,2.02E-10,2.45E-10,5.12E-11,2.19E-10,1.27E-10,1.96E-10,1.51E-10,2.16E-10
2016/9/26,3.03E-10,2.42E-10,1.39E-10,2.84E-10,3.17E-10,5.58E-11,2.77E-10,1.53E-10,2.67E-10,2.10E-10,2.90E-10
2016/9/27,2.87E-10,2.43E-10,1.46E-10,2.67E-10,2.85E-10,5.56E-11,2.70E-10,1.48E-10,2.39E-10,2.08E-10,2.76E-10
2016/9/28,0,2.01E-10,1.17E-10,2.65E-10,3.43E-10,5.31E-11,2.51E-10,1.43E-10,2.37E-10,1.83E-10,2.57E-10
