"T","."
"2015-08-24","4.713672e-10"
"2015-08-25","7.525769e-10"
"2015-08-26","0.000000e+00"
"2015-08-27","3.054948e-10"
"2015-08-28","2.083085e-10"
"2015-08-31","2.309463e-10"
"2015-09-01","3.256464e-10"
"2015-09-02","3.710832e-10"
"2015-09-07","2.882366e-10"
"2015-09-08","3.886630e-10"
"2015-09-09","2.335612e-10"
"2015-09-10","2.141948e-10"
"2015-09-11","2.272574e-10"
"2015-09-14","3.666198e-10"
"2015-09-15","4.117040e-10"
"2015-09-16","3.991303e-10"
"2015-09-17","2.400620e-10"
"2015-09-18","2.609920e-10"
"2015-09-21","3.226601e-10"
"2015-09-22","1.709484e-10"
"2015-09-23","2.386713e-10"
"2015-09-24","2.056609e-10"
"2015-09-25","3.126384e-10"
"2015-09-28","3.526255e-10"
"2015-09-29","3.372158e-10"
"2015-09-30","2.802483e-10"
"2015-10-08","2.733712e-10"
"2015-10-09","1.813778e-10"
"2015-10-12","1.926531e-10"
"2015-10-13","1.454551e-10"
"2015-10-14","1.653373e-10"
"2015-10-15","0.000000e+00"
"2015-10-16","1.302063e-10"
"2015-10-19","3.680106e-10"
"2015-10-20","2.761389e-10"
"2015-10-21","7.875755e-10"
"2015-10-22","3.578824e-10"
"2015-10-23","1.716955e-10"
"2015-10-26","1.262686e-10"
"2015-10-27","2.203828e-10"
"2015-10-28","1.847596e-10"
"2015-10-29","1.658797e-10"
"2015-10-30","2.252692e-10"
"2015-11-02","2.280436e-10"
"2015-11-03","1.914359e-10"
"2015-11-04","1.594480e-10"
"2015-11-05","9.766209e-11"
"2015-11-06","9.213897e-11"
"2015-11-09","1.267108e-10"
"2015-11-10","9.883164e-11"
"2015-11-11","1.154055e-10"
"2015-11-12","1.610677e-10"
"2015-11-13","3.441755e-10"
"2015-11-16","3.117805e-10"
"2015-11-17","2.097062e-10"
"2015-11-18","4.452121e-10"
"2015-11-19","3.499018e-10"
"2015-11-20","1.839228e-10"
"2015-11-23","2.448107e-10"
"2015-11-24","1.771004e-10"
"2015-11-25","1.551085e-10"
"2015-11-26","2.268913e-10"
"2015-11-27","2.820087e-10"
"2015-11-30","3.189951e-10"
"2015-12-01","0.000000e+00"
"2015-12-02","1.693112e-10"
"2015-12-03","1.202771e-10"
"2015-12-04","1.267500e-10"
"2015-12-07","1.624626e-10"
"2015-12-08","1.724154e-10"
"2015-12-09","1.902956e-10"
"2015-12-10","1.716493e-10"
"2015-12-11","1.718932e-10"
"2015-12-14","2.120703e-10"
"2015-12-15","2.840064e-10"
"2015-12-16","2.044871e-10"
"2015-12-17","1.305455e-10"
"2015-12-18","1.038928e-10"
"2015-12-21","1.036882e-10"
"2015-12-22","9.965829e-11"
"2015-12-23","5.926237e-10"
"2015-12-24","4.836393e-10"
"2015-12-25","2.830006e-10"
"2015-12-28","1.771952e-10"
"2015-12-29","1.383521e-10"
"2015-12-30","1.161347e-10"
"2015-12-31","1.452711e-10"
"2016-01-04","4.357881e-10"
"2016-01-05","2.689830e-10"
"2016-01-06","1.696920e-10"
"2016-01-07","1.537803e-09"
"2016-01-08","3.387203e-10"
"2016-01-11","3.259926e-10"
"2016-01-12","3.364077e-10"
"2016-01-13","3.753870e-10"
"2016-01-14","4.390450e-10"
"2016-01-15","3.919759e-10"
"2016-01-18","3.974933e-10"
"2016-01-19","3.519190e-10"
"2016-01-20","2.480550e-10"
"2016-01-21","3.835596e-10"
"2016-01-22","3.602235e-10"
"2016-01-25","2.630949e-10"
"2016-01-26","5.383478e-10"
"2016-01-27","4.836328e-10"
"2016-01-28","4.843261e-10"
"2016-01-29","4.192101e-10"
"2016-02-01","3.901511e-10"
"2016-02-02","3.797263e-10"
"2016-02-03","2.708948e-10"
"2016-02-04","2.221643e-10"
"2016-02-05","3.167698e-10"
"2016-02-15","6.381095e-10"
"2016-02-16","3.036214e-10"
"2016-02-17","2.133341e-10"
"2016-02-18","1.792154e-10"
"2016-02-19","1.892067e-10"
"2016-02-22","1.765152e-10"
"2016-02-23","2.158885e-10"
"2016-02-24","2.218211e-10"
"2016-02-25","4.227490e-10"
"2016-02-26","3.273934e-10"
"2016-02-29","4.528381e-10"
"2016-03-01","2.937632e-10"
"2016-03-02","2.423970e-10"
"2016-03-03","1.541981e-10"
"2016-03-04","2.248712e-10"
"2016-03-07","2.049009e-10"
