"T","."
"2015-02-11","6.122309e-11"
"2015-02-12","2.886284e-11"
"2015-02-13","1.462739e-11"
"2015-02-16","2.504773e-11"
"2015-02-17","1.855336e-11"
"2015-02-25","2.145050e-11"
"2015-02-26","2.071709e-11"
"2015-02-27","2.682252e-11"
"2015-03-02","1.615546e-11"
"2015-03-03","1.742760e-11"
"2015-03-04","1.990650e-11"
"2015-03-05","1.717090e-11"
"2015-03-06","1.985844e-11"
"2015-03-09","3.110992e-11"
"2015-03-10","1.916394e-11"
"2015-03-11","1.732964e-11"
"2015-03-12","1.743081e-11"
"2015-03-13","1.280527e-11"
"2015-03-16","2.905293e-10"
"2015-03-17","3.288307e-10"
"2015-03-18","1.324839e-11"
"2015-03-19","8.964730e-10"
"2015-03-20","5.759317e-10"
"2015-03-23","3.026861e-11"
"2015-03-24","2.177734e-11"
"2015-03-25","1.873688e-11"
"2015-03-26","2.878406e-11"
"2015-03-27","2.414880e-11"
"2015-03-30","2.241173e-11"
"2015-03-31","2.735750e-11"
"2015-04-01","2.677953e-11"
"2015-04-02","1.820919e-11"
"2015-04-03","1.680746e-11"
"2015-04-07","2.354130e-11"
"2015-04-08","2.652385e-11"
"2015-04-09","3.421684e-11"
"2015-04-10","2.289701e-11"
"2015-04-13","2.382904e-11"
"2015-04-14","1.870437e-11"
"2015-04-15","3.190156e-11"
"2015-04-16","3.572728e-11"
"2015-04-17","2.064273e-11"
"2015-04-20","2.339431e-11"
"2015-04-21","2.594084e-11"
"2015-04-22","1.728614e-11"
"2015-04-23","2.079400e-11"
"2015-04-24","1.613962e-11"
"2015-04-27","1.666374e-11"
"2015-04-28","2.133038e-11"
"2015-04-29","2.688371e-11"
"2015-04-30","1.493320e-11"
"2015-05-04","2.042686e-11"
"2015-05-05","2.397867e-11"
"2015-05-06","2.520411e-11"
"2015-05-07","3.830779e-11"
"2015-05-08","2.431333e-11"
"2015-05-11","2.440367e-11"
"2015-05-12","1.263109e-11"
"2015-05-13","1.623719e-11"
"2015-05-14","1.647467e-11"
"2015-05-15","2.574340e-11"
"2015-05-18","2.007263e-11"
"2015-05-19","1.528762e-11"
"2015-05-20","1.842865e-11"
"2015-05-21","1.456973e-11"
"2015-05-22","1.611500e-11"
"2015-05-25","1.260161e-11"
"2015-05-26","1.286136e-11"
"2015-05-27","1.407043e-11"
"2015-05-28","2.015665e-11"
"2015-05-29","3.114099e-11"
"2015-06-01","2.079280e-11"
"2015-06-02","1.323547e-11"
"2015-06-03","1.891454e-11"
"2015-06-04","2.913942e-11"
