trade_date,yield_rate_000001.SZ,yield_rate_600015.SH,yield_rate_601398.SH,yield_rate_601939.SH,yield_rate_601988.SH,yield_rate_601998.SH,amihud_000001.SZ,amihud_600015.SH,amihud_601398.SH,amihud_601939.SH,amihud_601988.SH,amihud_601998.SH
2018-01-18,0.03443429374560787,0.013655462184873951,0.06101190476190476,0.0703218116805721,0.028301886792452824,0.04196816208393632,1.084928100190604e-05,3.3571546831413065e-05,1.519380001982468e-05,3.5684722750978165e-05,1.0232506744599703e-05,5.4480991856855044e-05
2018-01-19,0.005434782608695652,0.01865284974093264,-0.001402524544179523,0.012249443207126948,0.009174311926605505,0.0,7.877544387326617e-06,3.21994342077349e-05,1.0042094877936431e-05,1.5795479704482287e-05,1.1833251817407616e-05,4.686484376452252e-05
2018-01-22,-0.02432432432432432,-0.01627670396744659,0.00702247191011236,-0.0033003300330033004,0.0,-0.011111111111111113,1.1452393026120155e-05,4.007229601842075e-05,1.4090040090009155e-05,1.9580025375632817e-05,1.7016309988855702e-05,4.538460244877326e-05
2018-01-23,0.014542936288088644,0.033092037228541885,0.04463040446304045,0.08278145695364238,0.06363636363636364,0.03651685393258427,1.1168617169060083e-05,3.5167439786506546e-05,1.2893985819287832e-05,2.8669217061476746e-05,2.2720667327603115e-05,5.055415991379782e-05
2018-01-24,-0.0006825938566552901,0.008008008008008008,-0.012016021361815751,-0.014271151885830785,0.002136752136752137,0.002710027100271003,1.0217093378473538e-05,2.939871486915733e-05,1.2902780445611094e-05,1.1631408584971742e-05,1.4128355741723801e-05,4.138859425556476e-05
2018-01-25,-0.030054644808743168,-0.008937437934458788,-0.006756756756756757,-0.01344364012409514,-0.012793176972281448,-0.01891891891891892,1.3300369475854386e-05,3.184959121599175e-05,1.4110404655520869e-05,1.5932754754805993e-05,2.2317523225120582e-05,7.206925650795041e-05
2018-01-26,-0.01056338028169014,0.008016032064128256,0.00272108843537415,0.009433962264150943,0.0043196544276457895,0.015151515151515154,7.822230554077678e-06,3.270457982846925e-05,1.2080211660301715e-05,1.3059067197073752e-05,1.8267612824847695e-05,8.319133611874911e-05
2018-01-29,-0.022064056939501774,-0.011928429423459244,0.008141112618724558,-0.011422637590861888,-0.01075268817204301,-0.012211668928086837,1.6035679945698457e-05,3.553485172046277e-05,1.582995386317988e-05,1.528713182757511e-05,2.180286834005228e-05,7.871096323429316e-05
2018-01-30,-0.006550218340611353,-0.01911468812877264,-0.020188425302826375,-0.014705882352941178,-0.02608695652173913,-0.017857142857142856,1.4139198384753601e-05,3.631397050425908e-05,1.6697062956587852e-05,1.6373404368652136e-05,2.4580310282471552e-05,6.829889220062678e-05
2018-01-31,0.029304029304029307,0.010256410256410256,0.027472527472527472,0.013859275053304905,0.01339285714285714,0.009790209790209793,1.5563897240708214e-05,4.3822833378115006e-05,1.4282344764781195e-05,1.3688326713536555e-05,1.767456487341825e-05,6.841687039932315e-05
2018-02-01,-0.0014234875444839856,0.01421319796954315,0.026737967914438502,0.012618296529968454,0.019823788546255505,0.0221606648199446,1.1588027011514375e-05,3.294328441515464e-05,1.06939712921781e-05,1.2037202969135199e-05,1.5026546017182373e-05,5.39203877786157e-05
2018-02-02,0.0014255167498218105,-0.011011011011011013,-0.01041666666666667,-0.008307372793354102,-0.010799136069114472,0.0054200542005420045,2.070172542087927e-05,5.983488037157596e-05,1.2634827555081993e-05,1.802345581246144e-05,2.1772113787317548e-05,9.225727700054e-05
2018-02-05,0.03558718861209964,0.05263157894736842,0.01973684210526316,0.02513089005235602,0.03930131004366812,0.09703504043126683,1.7851791171348612e-05,5.642162488440965e-05,1.30087768482298e-05,2.048381674549266e-05,2.647757758211151e-05,0.00010378811237545688
2018-02-06,-0.03780068728522337,-0.026923076923076925,-0.0232258064516129,-0.03983656792645557,0.0,-0.015970515970515967,1.1958989670953422e-05,2.8981928533152662e-05,9.023879666502727e-06,2.2253731851101014e-05,1.26213411784603e-05,4.771564808345347e-05
2018-02-07,-0.07714285714285715,-0.011857707509881424,-0.058124174372523124,-0.059574468085106386,-0.03571428571428572,-0.03245942571785269,2.520006132387656e-05,4.195002409638672e-05,1.9586265361368626e-05,3.272098951779336e-05,2.4120854789927665e-05,0.00010233864559707669
2018-02-08,-0.029411764705882356,-0.034,-0.043478260869565216,-0.039592760180995466,-0.037037037037037035,-0.06451612903225806,1.1304121843781425e-05,6.623523901085129e-05,1.7141442893395133e-05,2.818160830879074e-05,2.655627716795047e-05,0.00010232608030539796
2018-02-09,-0.06778309409888357,-0.045548654244306416,-0.02052785923753666,-0.015312131919905773,-0.029411764705882363,-0.04827586206896552,2.93379286377723e-05,0.00013016887698412118,1.477405620003392e-05,2.2556059201152656e-05,2.9535742272407325e-05,0.00011830020693648965
2018-02-12,0.0025662959794696323,-0.005422993492407809,-0.010479041916167666,-0.008373205741626795,-0.018648018648018648,-0.02753623188405797,1.6624082776654724e-05,3.949677268526652e-05,1.2252239719747681e-05,2.4876220308809878e-05,2.4318190817961248e-05,6.791351546259956e-05
2018-02-13,0.01877133105802048,0.013086150490730643,0.028744326777609682,0.015681544028950545,0.016627078384798103,0.01490312965722802,2.6214784656285025e-05,6.354693910461469e-05,1.397019179098054e-05,2.346464255964201e-05,2.9275075720088484e-05,5.0103444222420084e-05
2018-02-14,0.005025125628140704,0.0,0.011764705882352941,0.007125890736342042,0.0,-0.010279001468428785,2.2028288423102648e-05,7.377846836726682e-05,2.0214237521848723e-05,3.9869536304690464e-05,3.2662921687352335e-05,7.670768486261209e-05
2018-02-22,0.03833333333333334,0.016146393972012917,0.017441860465116282,0.03537735849056604,0.02102803738317757,0.054896142433234416,2.7465777215740306e-05,6.873652669320237e-05,1.6012384636297353e-05,3.3502019364926755e-05,3.5393244128870336e-05,0.0001063916104787615
2018-02-23,0.01203852327447833,0.01377118644067797,0.0014285714285714286,0.002277904328018224,0.004576659038901603,0.004219409282700422,2.107909064964021e-05,6.585101277959645e-05,1.188563096365147e-05,1.5192757010076086e-05,2.1456348925050436e-05,0.000102297236251641
2018-02-26,0.0015860428231562252,-0.003134796238244514,0.0014265335235378034,-0.005681818181818182,0.002277904328018224,0.0,2.3975842580288286e-05,4.41182165832386e-05,1.651700239311438e-05,2.737045373792612e-05,2.7138701693094932e-05,8.650268083204064e-05
2018-02-27,-0.027711797307996833,-0.014675052410901468,-0.03276353276353277,-0.037714285714285714,-0.01818181818181818,-0.015406162464985997,2.5777090126675932e-05,7.4567083302174e-05,1.986290236078082e-05,3.318267720009299e-05,2.1271097416259992e-05,7.751081379683158e-05
2018-02-28,-0.01872964169381108,-0.010638297872340424,-0.017673048600883652,-0.01306413301662708,-0.02083333333333333,-0.027027027027027025,1.9760415398045413e-05,5.808918818587279e-05,1.4757547271102374e-05,2.8740568656170552e-05,3.284722387520605e-05,0.00011869763955086296
2018-03-01,-0.0008298755186721991,0.001075268817204301,0.0029985007496251873,-0.00842358604091456,-0.0023640661938534283,-0.002923976608187135,1.9442355031988815e-05,0.00010248403862132049,1.996558427917125e-05,2.3529506075068107e-05,2.438551438700597e-05,8.532302268413774e-05
2018-03-02,-0.007475083056478407,0.0010741138560687433,-0.0014947683109118087,-0.003640776699029126,-0.011848341232227487,-0.014662756598240468,2.0090740848735314e-05,6.794313266315601e-05,1.9318371380643574e-05,2.9415976653452507e-05,2.5454677623897556e-05,9.268148766697888e-05
2018-03-05,-0.007531380753138075,-0.002145922746781116,-0.008982035928143712,-0.0097442143727162,-0.0023980815347721825,-0.005952380952380953,2.6137432079378807e-05,9.594016490540456e-05,2.1128830469198924e-05,2.9787213263833064e-05,2.7740417884171503e-05,8.367540932158562e-05
2018-03-06,0.020236087689713318,0.0064516129032258064,-0.010574018126888218,-0.002460024600246002,0.007211538461538461,0.007485029940119761,2.073455690916861e-05,5.6095757440431845e-05,1.0572912911310264e-05,1.8166663029762016e-05,2.463918934468752e-05,5.858049552056529e-05
2018-03-07,-0.004132231404958678,-0.003205128205128205,0.012213740458015269,0.018495684340320596,0.007159904534606205,0.0029717682020802376,1.4111453734464993e-05,6.592470775837942e-05,1.0346930376114102e-05,1.8942486095673647e-05,2.0785796524456078e-05,4.861215553526668e-05
2018-03-08,0.0049792531120331955,0.0021436227224008574,-0.01206636500754148,-0.009685230024213077,-0.0047393364928909965,-0.004444444444444445,1.9945704103550752e-05,8.115890740440465e-05,1.4988759976612775e-05,2.0198600051273598e-05,2.0973695516598213e-05,7.088466579890502e-05
2018-03-09,-0.0016515276630883569,0.0,0.0,0.008557457212713938,-0.0047619047619047615,0.0,1.5975999046290667e-05,4.830189987435378e-05,1.0066515177035063e-05,1.7129157572972487e-05,2.5709436211413667e-05,6.491974542692061e-05
2018-03-12,-0.0049627791563275426,0.0010695187165775401,-0.010687022900763359,-0.01212121212121212,-0.002392344497607656,0.0,1.194950155999435e-05,3.622969146212888e-05,8.999158996536667e-06,1.4047860610136401e-05,1.4365035097250827e-05,3.920080964988467e-05
2018-03-13,-0.0008312551953449709,-0.004273504273504274,0.00308641975308642,0.003680981595092024,0.004796163069544365,0.0,1.3873005690250934e-05,8.304719960127345e-05,7.989930607344727e-06,1.4904700240034619e-05,2.1576610758741045e-05,7.319795114192444e-05
2018-03-14,-0.00831946755407654,-0.003218884120171674,-0.00923076923076923,-0.013447432762836187,-0.00477326968973747,-0.008928571428571428,2.1045364760425107e-05,6.898755191307181e-05,1.2452441495035353e-05,2.4347170672484672e-05,1.9139796095159244e-05,8.353860005753583e-05
2018-03-15,-0.017617449664429533,-0.003229278794402584,0.003105590062111801,-0.0012391573729863693,0.0,-0.0015015015015015015,1.6253097485841487e-05,7.933221892298694e-05,1.1106620005044082e-05,2.0366974213572912e-05,2.028049708429262e-05,7.137509146146896e-05
2018-03-16,-0.005977796754910334,-0.007559395248380132,-0.015479876160990712,-0.018610421836228287,-0.00959232613908873,-0.0075187969924812035,1.581241208731138e-05,5.655108909005105e-05,1.6329606571584247e-05,2.1321669054381617e-05,2.3139332263965805e-05,5.535498630118938e-05
2018-03-19,0.01632302405498282,0.001088139281828074,0.006289308176100628,0.015170670037926675,0.0,0.007575757575757577,2.0700183129382625e-05,5.6522605206122595e-05,1.8108751987528748e-05,2.6747615034921954e-05,1.7135961589015815e-05,7.950343390520349e-05
2018-03-20,-0.00084530853761623,0.002173913043478261,0.0203125,0.009962640099626404,0.009685230024213077,0.012030075187969924,1.4789119755513296e-05,0.00010919332783071716,1.907394665844433e-05,2.7527492864341695e-05,3.8151783198670795e-05,0.00010884760836373426
2018-03-21,0.00676818950930626,-0.0043383947939262466,-0.0061255742725880545,0.0,0.0,0.0029717682020802376,1.443413315607121e-05,7.972277902242092e-05,1.5172038807106776e-05,2.3720260941721684e-05,1.4257632043482854e-05,5.7985488176831446e-05
2018-03-22,-0.020168067226890758,-0.005446623093681918,-0.0030816640986132517,-0.008631319358816277,0.0,-0.0014814814814814814,2.567683134360643e-05,9.750575424862368e-05,1.6062298870998347e-05,3.431517476253322e-05,2.355926680439225e-05,0.00010131774808271824
2018-03-23,-0.0274442538593482,-0.026286966046002187,-0.02627511591962906,-0.034825870646766184,-0.011990407673860913,-0.002967359050445104,3.2177015123063785e-05,9.859797572691984e-05,2.28508175226973e-05,3.0144843896201862e-05,2.313249410156057e-05,8.009051914176571e-05
2018-03-26,-0.036155202821869487,-0.00562429696287964,-0.04444444444444445,-0.036082474226804134,-0.031553398058252434,-0.047619047619047616,2.8464517061083264e-05,7.166720414927018e-05,2.3512147188831172e-05,3.5685190534992346e-05,4.465373139574237e-05,0.00012295755235912926
2018-03-27,0.0009149130832570906,0.0011312217194570135,-0.00664451827242525,-0.004010695187165775,-0.005012531328320803,0.003125,2.3184128514258694e-05,6.958746601154546e-05,1.5712153623050327e-05,2.0928980346916395e-05,2.3496268357343414e-05,5.5673839287066895e-05
2018-03-28,-0.004570383912248629,-0.0011299435028248588,0.0,-0.002684563758389261,-0.0025188916876574307,0.0,2.6579377315014056e-05,9.831298328416097e-05,1.4738095297693228e-05,2.780459547682234e-05,2.3366552463281282e-05,6.278731848211303e-05
2018-03-29,0.014692378328741963,0.013574660633484163,0.01839464882943144,0.032301480484522214,0.007575757575757577,0.01090342679127726,3.951184607264151e-05,0.00011322418654269932,1.841692495726743e-05,3.4980392336883705e-05,2.648026015074761e-05,0.00011956911170587832
2018-03-30,-0.013574660633484163,-0.005580357142857143,0.0,0.010430247718383313,-0.015037593984962403,-0.006163328197226503,1.882859808123696e-05,6.832977435894918e-05,1.0213252139731508e-05,2.421980719510443e-05,1.6349076181955427e-05,7.825664781197959e-05
2018-04-02,-0.01743119266055046,-0.004489337822671156,-0.02134646962233169,-0.030967741935483867,-0.012722646310432573,-0.007751937984496123,2.2268099072231424e-05,8.667139190087003e-05,1.7482390927022636e-05,3.0847236466762896e-05,1.908874187502168e-05,0.00011566998739373488
2018-04-03,-0.014005602240896356,-0.0056369785794813995,-0.013422818791946308,-0.006657789613848203,0.0,-0.0109375,2.0006307930755728e-05,9.86325516051174e-05,1.4776612929298804e-05,3.0214917135855e-05,2.4246500837860003e-05,0.0001039891166036248
2018-04-04,0.029356060606060608,-0.0011337868480725626,-0.0017006802721088435,-0.010723860589812331,-0.007731958762886598,-0.001579778830963665,2.402098645430168e-05,0.00010271064235878691,1.4803876661038503e-05,3.729984559283405e-05,1.9648871169401173e-05,8.033144384473443e-05
2018-04-09,0.013799448022079115,-0.002270147559591373,-0.0017035775127768314,-0.002710027100271003,0.0,-0.012658227848101266,2.8728074457043372e-05,8.933612508789557e-05,1.095944577164191e-05,3.1893057852408805e-05,1.9187307489930664e-05,8.613339603421696e-05
2018-04-10,0.03629764065335754,0.017064846416382253,0.044368600682593864,0.06114130434782609,0.020779220779220783,0.03044871794871795,2.7971204955636407e-05,0.00011817218333091076,2.379364877594989e-05,4.321690066160477e-05,3.521783569820373e-05,0.00011534385732723892
2018-04-11,0.03590192644483362,0.010067114093959731,0.0196078431372549,0.01792573623559539,0.010178117048346057,0.03110419906687403,1.885342384202517e-05,9.327316399752106e-05,1.4581450901862738e-05,1.5489449046165242e-05,1.926848176050041e-05,7.830593664281665e-05
2018-04-12,-0.026204564666103127,-0.012181616832779624,-0.02564102564102564,-0.03018867924528302,-0.01511335012594458,-0.022624434389140267,2.5846778056580162e-05,0.0001271015940627835,2.4289119605391957e-05,3.125809777184724e-05,2.606814127996966e-05,8.827004430532237e-05
2018-04-13,0.004340277777777778,-0.004484304932735426,-0.008223684210526315,-0.00648508430609598,-0.010230179028132991,0.0,1.9300120619506077e-05,0.00017843671331864989,2.375082518086586e-05,3.602509033558519e-05,3.4161107937137954e-05,0.0001594262319118148
2018-04-16,-0.040622299049265335,-0.01689189189189189,-0.03482587064676616,-0.04308093994778068,-0.02583979328165375,-0.032407407407407406,2.999091762279575e-05,0.00010364420233707378,1.8438809915279213e-05,2.4503477034661287e-05,2.780662230692892e-05,0.0001453585428343367
2018-04-17,0.009909909909909913,-0.004581901489117984,-0.005154639175257732,-0.006821282401091405,-0.002652519893899204,0.009569377990430622,2.1145267169469973e-05,0.00011042529436724212,1.650698524829147e-05,2.274434874543463e-05,2.8444391112973494e-05,0.00012006629690450371
2018-04-18,0.025869759143621763,0.006904487917146146,0.015544041450777204,0.009615384615384616,0.005319148936170214,0.01263823064770932,2.071252072583373e-05,0.00010272409018117896,1.208818276597596e-05,1.533873391211764e-05,2.328353538403245e-05,0.0001709966178733329
2018-04-19,-0.002608695652173913,0.005714285714285714,0.006802721088435375,0.00816326530612245,0.0026455026455026462,-0.0015600624024961,2.385435359609281e-05,9.35320968098203e-05,1.326234970033217e-05,2.232277970226496e-05,2.4351263059811528e-05,0.00011593759685698845
2018-04-20,-0.01046207497820401,-0.014772727272727272,0.0,-0.005398110661268557,-0.0026385224274406327,-0.003125,3.058824142154009e-05,0.00011504226433588992,1.806439410539724e-05,2.1986773510762287e-05,2.5998655710871506e-05,0.00010848754427981345
2018-04-23,0.019383259911894275,0.0011534025374855825,0.01689189189189189,0.008141112618724558,0.0,0.0,2.491581322993801e-05,8.702072259503279e-05,2.2413129119241117e-05,2.732096289539664e-05,3.1724393080023246e-05,8.427418871610184e-05
2018-04-24,0.025064822817631803,0.017281105990783408,0.009966777408637877,0.01749663526244953,0.015873015873015872,0.015673981191222573,1.8246834566459893e-05,0.00010283354356425158,1.1529067493778943e-05,2.570113226221659e-05,3.113940611634589e-05,9.752056591164478e-05
2018-04-25,-0.01517706576728499,-0.009060022650056626,-0.01480263157894737,-0.011904761904761904,-0.01041666666666667,-0.012345679012345678,2.2912277403948943e-05,9.382833210978666e-05,1.729834782124974e-05,1.937907720313141e-05,3.7706555312221284e-05,0.00015043020882167619
2018-04-26,-0.022260273972602745,-0.008,-0.00667779632721202,-0.008032128514056224,-0.002631578947368421,-0.003125,3.296462910532649e-05,0.00011316721903912313,1.5183528871867087e-05,2.852372375801832e-05,2.8146152734305134e-05,0.00013330006013450695
2018-04-27,-0.04991243432574431,0.0034562211981566822,0.008403361344537815,0.009446693657219974,0.007915567282321899,0.0015673981191222572,2.6884228752826918e-05,7.351319777184397e-05,1.7964199321191733e-05,3.010618006437445e-05,4.11701998481808e-05,0.00012082792800251904
2018-05-02,0.002764976958525345,-0.026406429391504012,-0.0033333333333333327,-0.001336898395721925,-0.002617801047120419,0.025039123630672927,1.6262252860070462e-05,9.187276004412332e-05,2.0871964483569173e-05,4.0913525906562323e-05,2.71381128134974e-05,8.141569921600815e-05
2018-05-03,-0.011948529411764705,-0.0023584905660377358,-0.005016722408026755,-0.0026773761713520753,0.0026246719160104987,0.0,2.105708096609175e-05,5.426823019313828e-05,1.879804295028101e-05,3.5985372628286085e-05,2.5044280011580125e-05,0.0001332121968290585
2018-05-04,-0.006511627906976744,-0.0059101654846335705,-0.0067226890756302525,-0.014765100671140941,-0.005235602094240838,-0.003053435114503817,2.0782334144752387e-05,4.966708476483429e-05,1.5176141094216089e-05,2.3803157834153132e-05,1.9007337034038274e-05,0.00011192767191163362
2018-05-07,0.012172284644194757,0.00356718192627824,0.00676818950930626,0.009536784741144414,0.007894736842105262,0.0061255742725880545,1.690918916254778e-05,5.254921303523009e-05,1.6445442545205152e-05,2.574918836931601e-05,3.656611650758521e-05,0.00013290959631306033
2018-05-08,0.018501387604070302,0.0047393364928909965,0.005042016806722689,0.020242914979757085,0.010443864229765013,0.0121765601217656,2.1099820585662607e-05,5.6087100189588695e-05,1.4632833252265799e-05,2.1289855907154774e-05,2.7488585851538538e-05,0.00013123708471735908
2018-05-09,-0.003633060853769301,-0.0047169811320754715,0.0016722408026755853,0.003968253968253968,0.002583979328165375,-0.003007518796992481,1.992992276803826e-05,4.349029173454704e-05,1.151799389176991e-05,2.7093216163716595e-05,2.8362336142449098e-05,9.25561023104862e-05
2018-05-10,0.0036463081130355523,0.0035545023696682467,0.001669449081803005,-0.0013175230566534915,0.0,-0.006033182503770739,2.694328080699112e-05,4.875012831542137e-05,1.64111384274425e-05,2.9456200223369813e-05,4.362885875509737e-05,0.0001955178459271125
2018-05-11,0.0,0.0035419126328217233,0.011666666666666669,0.021108179419525062,0.005154639175257732,0.0075872534142640375,1.8038677950104332e-05,3.965059163283292e-05,1.0766030762256247e-05,2.1751403818872047e-05,2.9863021722434417e-05,0.00014073154174946571
2018-05-14,0.015440508628519528,0.010588235294117648,0.0,0.002583979328165375,0.0,0.01656626506024096,1.7084387893761766e-05,4.759315802334045e-05,1.2960738306535925e-05,2.240526399933018e-05,2.2184300729052496e-05,0.00011940717828574983
2018-05-15,-0.005366726296958855,-0.003492433061699651,0.0032948929159802307,0.0,-0.002564102564102564,-0.007407407407407408,2.061529159297879e-05,4.856389850383348e-05,1.1863248778201801e-05,2.1531742681994602e-05,3.3437165988684825e-05,0.0001476027330666526
2018-05-16,-0.019784172661870502,-0.0058411214953271035,-0.014778325123152709,-0.016752577319587632,-0.010282776349614395,-0.01940298507462686,2.67030717153986e-05,6.950540105887313e-05,1.889588214173516e-05,2.795439637878759e-05,3.308278120142454e-05,0.00016012171569999937
2018-05-17,-0.007339449541284403,-0.0011750881316098707,-0.005,-0.005242463958060288,0.0,0.0030441400304414,2.317728605809293e-05,4.608767707283571e-05,1.4013987570395904e-05,2.7790174964234137e-05,2.2347440602394367e-05,0.00010930350222806971
2018-05-18,0.012939001848428836,0.007058823529411764,0.01340033500837521,0.018445322793148883,0.012987012987012988,0.02276176024279211,3.076595924005438e-05,0.00010461679066480644,2.505052207148337e-05,3.2201706594149564e-05,4.1350740950049575e-05,0.000141800861833674
2018-05-21,-0.0009124087591240877,0.0058411214953271035,-0.0033057851239669425,-0.010349288486416558,0.002564102564102564,0.0,1.9474563608069314e-05,5.107582687674981e-05,1.1569089049500027e-05,1.8607531356927523e-05,2.8735329677466748e-05,0.00010838015513064207
2018-05-22,-0.008219178082191782,-0.006968641114982578,-0.009950248756218905,-0.02091503267973856,-0.007672634271099744,-0.005934718100890208,2.728233945443416e-05,0.0001101769361581917,1.3626006048398095e-05,1.9724330948084227e-05,3.597733728280178e-05,0.00016352523994692995
2018-05-23,-0.019337016574585638,-0.009356725146198829,-0.02010050251256281,-0.016021361815754337,-0.010309278350515464,-0.016417910447761194,2.1110481755666212e-05,7.791082687231636e-05,1.3627759378050074e-05,1.82489204261848e-05,2.9880057248248285e-05,0.00014636994485345238
2018-05-24,-0.003755868544600939,0.0,-0.013675213675213677,-0.01085481682496608,-0.0078125,0.0030349013657056147,1.2874887814271025e-05,7.924564452649995e-05,1.4964357226992962e-05,1.5455467104439404e-05,4.002222422004712e-05,0.00015315600405404773
2018-05-25,-0.001885014137606032,-0.0059031877213695395,0.0017331022530329288,0.0,0.0026246719160104987,0.0030257186081694407,1.7960248849872425e-05,9.829472185399367e-05,1.0029610609961397e-05,1.3317192619239013e-05,2.4060965812164734e-05,0.00016133397419389786
2018-05-28,0.0,0.0011876484560570072,-0.0034602076124567475,-0.002743484224965707,0.0,-0.0015082956259426848,2.351717802323969e-05,5.818258652482585e-05,1.3151000860039375e-05,1.4568587837834912e-05,4.6640935324767494e-05,0.00010601876379651312
2018-05-29,-0.019830028328611898,-0.008303677342823251,-0.0034722222222222225,-0.008253094910591473,0.002617801047120419,-0.0015105740181268882,2.869093572671421e-05,0.00011878084922439497,1.4362495684286801e-05,1.6777667230505576e-05,4.499526148992947e-05,0.00013637283197529392
2018-05-30,-0.02890173410404624,-0.017942583732057416,-0.01916376306620209,-0.02219140083217753,-0.01827676240208877,-0.030257186081694407,2.8342584195259602e-05,0.00013348207734854235,2.552526259967629e-05,2.704390401507609e-05,5.335280198758131e-05,0.00026244048974291334
2018-05-31,0.009920634920634922,0.014616321559074297,0.0053285968028419185,0.009929078014184398,0.002659574468085107,0.0,1.683694615383308e-05,9.672220114984156e-05,1.1600986872375404e-05,1.858420192493365e-05,1.407878268371915e-05,0.00016381288483336846
2018-06-01,0.000982318271119843,0.0012004801920768304,-0.00353356890459364,-0.005617977528089888,-0.002652519893899204,-0.0109204368174727,3.552249073384143e-05,5.9809955139107545e-05,1.6085220557377286e-05,2.6200127056839208e-05,2.493963133176835e-05,0.0001109281226278125
2018-06-04,0.007850834151128559,0.0059952038369304565,0.010638297872340424,0.01271186440677966,0.007978723404255319,0.00473186119873817,2.57123110393413e-05,0.00010044333434418794,1.2130618185754767e-05,1.9515714807661757e-05,3.019633131187984e-05,7.525110030116207e-05
2018-06-05,-0.0009737098344693283,-0.0023837902264600714,0.0,0.0013947001394700141,0.0,-0.0047095761381475655,2.775867522451365e-05,7.341564951955301e-05,1.4710307612895817e-05,1.8275582096430485e-05,3.201393004220102e-05,6.997002213216586e-05
2018-06-06,-0.011695906432748536,-0.005973715651135007,-0.008771929824561403,-0.006963788300835654,-0.0052770448548812654,-0.001577287066246057,2.170815463366072e-05,0.00010343217957884803,1.2147879974594666e-05,1.7616193587251324e-05,2.9372146840862707e-05,8.829389933272723e-05
2018-06-07,0.02268244575936884,-0.0036057692307692314,0.007079646017699116,0.0070126227208976155,0.002652519893899204,0.0,2.3782803532969434e-05,6.354396220852397e-05,1.32506665826391e-05,1.735882454853121e-05,2.488288914881185e-05,8.829689892668364e-05
2018-06-08,-0.024108003857280614,-0.016887816646562127,-0.019332161687170474,-0.020891364902506964,-0.010582010582010585,-0.018957345971563982,2.722036351645198e-05,0.00010252834318491074,1.8839653515957872e-05,2.2523642710440906e-05,3.1642829746324376e-05,0.00013983768010081464
